OrderID,OrderDate,CustomerID,ProductID,Sales,Quantity,Discount,Profit
CA-2023-100039,2023-01-02,CUST-10888,OFF-FA-10000082,72.5,5,0.0,22.95
CA-2023-100039,2023-01-02,CUST-10888,TEC-MA-10000014,1034.08,4,0.15,380.56
CA-2023-100039,2023-01-02,CUST-10888,OFF-FA-10000190,22.86,2,0.0,11.02
CA-2023-100039,2023-01-02,CUST-10888,TEC-AC-10000018,259.85,4,0.1,70.97
CA-2023-100040,2023-01-02,CUST-10602,TEC-PH-10000099,1973.24,2,0.0,844.2
CA-2023-100041,2023-01-02,CUST-10233,FUR-BO-10000039,444.96,2,0.0,205.34
CA-2023-100041,2023-01-02,CUST-10233,FUR-TA-10000030,1244.82,3,0.0,534.84
CA-2023-100041,2023-01-02,CUST-10233,OFF-PA-10000076,13.9,2,0.0,4.32
CA-2023-100042,2023-01-02,CUST-10026,OFF-AR-10000033,5.54,1,0.0,2.51
CA-2023-100042,2023-01-02,CUST-10026,OFF-PA-10000091,16.53,3,0.0,6.09
CA-2023-100042,2023-01-02,CUST-10026,FUR-BO-10000170,979.46,2,0.0,441.84
CA-2023-100043,2023-01-02,CUST-10873,OFF-AP-10000068,244.65,3,0.0,107.91
CA-2023-100043,2023-01-02,CUST-10873,FUR-FU-10000144,85.0,2,0.0,36.04
CA-2023-100044,2023-01-02,CUST-10022,OFF-BI-10000047,34.56,2,0.2,6.38
CA-2023-100044,2023-01-02,CUST-10022,FUR-CH-10000111,533.46,2,0.0,193.06
CA-2023-100044,2023-01-02,CUST-10022,OFF-AP-10000161,648.12,3,0.0,296.61
CA-2023-100045,2023-01-02,CUST-10877,OFF-BI-10000182,13.29,3,0.0,4.23
CA-2023-100045,2023-01-02,CUST-10877,FUR-BO-10000039,567.32,3,0.15,207.89
CA-2023-100045,2023-01-02,CUST-10877,TEC-MA-10000126,374.58,2,0.15,136.08
CA-2023-100046,2023-01-02,CUST-10512,OFF-AR-10000038,18.51,3,0.0,6.33
CA-2023-100046,2023-01-02,CUST-10512,TEC-PH-10000032,509.23,1,0.0,157.74
CA-2023-100047,2023-01-02,CUST-10937,OFF-AP-10000145,270.57,3,0.1,90.72
CA-2023-100047,2023-01-02,CUST-10937,FUR-FU-10000012,69.46,3,0.15,17.95
CA-2023-100048,2023-01-02,CUST-10804,TEC-AC-10000024,207.96,3,0.0,86.49
CA-2023-100048,2023-01-02,CUST-10804,OFF-AP-10000118,156.32,2,0.0,53.44
CA-2023-100049,2023-01-02,CUST-10997,FUR-BO-10000020,112.9,1,0.2,41.64
CA-2023-100049,2023-01-02,CUST-10997,OFF-FA-10000196,17.5,2,0.0,5.72
CA-2023-100049,2023-01-02,CUST-10997,TEC-CO-10000128,1289.36,1,0.0,555.86
CA-2023-100050,2023-01-03,CUST-10392,TEC-CO-10000021,3739.04,2,0.0,1255.92
CA-2023-100051,2023-01-03,CUST-10465,OFF-AR-10000080,70.53,3,0.0,28.56
CA-2023-100051,2023-01-03,CUST-10465,FUR-FU-10000150,61.35,3,0.0,26.76
CA-2023-100052,2023-01-03,CUST-10613,FUR-BO-10000087,1490.88,6,0.0,473.94
CA-2023-100052,2023-01-03,CUST-10613,OFF-BI-10000047,64.8,3,0.0,22.53
CA-2023-100052,2023-01-03,CUST-10613,OFF-AR-10000054,38.3,1,0.0,13.91
CA-2023-100052,2023-01-03,CUST-10613,FUR-BO-10000020,127.01,1,0.1,55.75
CA-2023-100053,2023-01-03,CUST-10875,OFF-AR-10000043,38.37,3,0.0,15.57
CA-2023-100054,2023-01-03,CUST-10983,FUR-FU-10000168,49.17,3,0.0,19.95
CA-2023-100054,2023-01-03,CUST-10983,OFF-FA-10000190,57.15,5,0.0,27.55
CA-2023-100054,2023-01-03,CUST-10983,OFF-FA-10000154,56.1,6,0.0,17.76
CA-2023-100054,2023-01-03,CUST-10983,OFF-FA-10000185,67.92,6,0.0,28.68
CA-2023-100054,2023-01-03,CUST-10983,FUR-CH-10000124,1023.49,3,0.1,248.65
CA-2023-100055,2023-01-03,CUST-10766,FUR-FU-10000048,79.53,1,0.0,32.73
CA-2023-100056,2023-01-03,CUST-10409,TEC-MA-10000006,3468.04,6,0.1,1315.18
CA-2023-100056,2023-01-03,CUST-10409,FUR-FU-10000053,159.52,4,0.0,54.84
CA-2023-100056,2023-01-03,CUST-10409,TEC-MA-10000123,1294.4,5,0.0,558.0
CA-2023-100057,2023-01-03,CUST-10411,OFF-FA-10000197,10.49,1,0.0,3.18
CA-2023-100057,2023-01-03,CUST-10411,OFF-AP-10000118,70.34,1,0.1,18.9
CA-2023-100058,2023-01-03,CUST-10728,FUR-CH-10000179,225.42,2,0.15,90.68
CA-2023-100058,2023-01-03,CUST-10728,OFF-AR-10000113,42.03,3,0.0,14.34
CA-2023-100058,2023-01-03,CUST-10728,FUR-CH-10000124,758.14,2,0.0,241.58
CA-2023-100059,2023-01-03,CUST-10239,TEC-PH-10000013,789.42,1,0.2,212.55
CA-2023-100059,2023-01-03,CUST-10239,TEC-AC-10000085,291.78,2,0.0,100.14
CA-2023-100060,2023-01-03,CUST-10105,TEC-AC-10000188,108.78,3,0.0,33.48
CA-2023-100060,2023-01-03,CUST-10105,TEC-MA-10000148,2513.77,2,0.15,634.37
CA-2023-100061,2023-01-03,CUST-10350,TEC-AC-10000131,143.25,3,0.0,45.42
CA-2023-100061,2023-01-03,CUST-10350,OFF-PA-10000151,65.79,3,0.0,27.57
CA-2023-100062,2023-01-03,CUST-10288,TEC-AC-10000059,93.24,1,0.0,41.12
CA-2023-100062,2023-01-03,CUST-10288,OFF-BI-10000182,8.86,2,0.0,2.82
CA-2023-100063,2023-01-03,CUST-10294,OFF-BI-10000016,48.0,2,0.0,15.56
CA-2023-100063,2023-01-03,CUST-10294,OFF-AP-10000068,81.55,1,0.0,35.97
CA-2023-100063,2023-01-03,CUST-10294,FUR-FU-10000165,129.24,3,0.0,60.39
CA-2023-100064,2023-01-03,CUST-10233,FUR-CH-10000111,533.46,2,0.0,193.06
CA-2023-100064,2023-01-03,CUST-10233,OFF-BI-10000005,90.2,2,0.0,33.78
CA-2023-100064,2023-01-03,CUST-10233,FUR-BO-10000041,447.38,1,0.0,187.83
CA-2023-100065,2023-01-03,CUST-10040,OFF-AR-10000175,78.12,3,0.0,27.18
CA-2023-100065,2023-01-03,CUST-10040,FUR-TA-10000086,675.61,1,0.0,229.54
CA-2023-100065,2023-01-03,CUST-10040,OFF-FA-10000154,28.05,3,0.0,8.88
CA-2023-100066,2023-01-03,CUST-10017,FUR-BO-10000172,1379.88,3,0.0,643.89
CA-2023-100066,2023-01-03,CUST-10017,FUR-TA-10000167,1080.02,2,0.0,346.06
CA-2023-100067,2023-01-04,CUST-10215,TEC-CO-10000159,603.02,1,0.0,271.4
CA-2023-100068,2023-01-04,CUST-10948,FUR-TA-10000022,275.53,1,0.0,127.92
CA-2023-100068,2023-01-04,CUST-10948,FUR-BO-10000170,489.73,1,0.0,220.92
CA-2023-100068,2023-01-04,CUST-10948,TEC-MA-10000123,258.88,1,0.0,111.6
CA-2023-100069,2023-01-04,CUST-10790,OFF-AR-10000077,14.48,1,0.0,4.62
CA-2023-100069,2023-01-04,CUST-10790,TEC-MA-10000060,640.33,1,0.0,305.42
CA-2023-100070,2023-01-04,CUST-10083,OFF-PA-10000091,24.79,5,0.1,7.39
CA-2023-100070,2023-01-04,CUST-10083,FUR-BO-10000173,1108.95,3,0.0,546.63
CA-2023-100070,2023-01-04,CUST-10083,FUR-TA-10000040,3150.45,5,0.0,1546.55
CA-2023-100070,2023-01-04,CUST-10083,FUR-TA-10000044,1668.85,5,0.0,745.75
CA-2023-100071,2023-01-04,CUST-10409,FUR-BO-10000087,1242.4,5,0.0,394.95
CA-2023-100071,2023-01-04,CUST-10409,TEC-MA-10000090,2137.36,2,0.0,844.9
CA-2023-100071,2023-01-04,CUST-10409,OFF-FA-10000196,43.75,5,0.0,14.3
CA-2023-100071,2023-01-04,CUST-10409,TEC-AC-10000011,131.62,1,0.0,48.8
CA-2023-100072,2023-01-04,CUST-10880,FUR-FU-10000117,99.75,1,0.0,30.27
CA-2023-100072,2023-01-04,CUST-10880,FUR-BO-10000193,879.27,3,0.0,311.25
CA-2023-100073,2023-01-04,CUST-10945,FUR-BO-10000143,1062.08,5,0.2,359.53
CA-2023-100073,2023-01-04,CUST-10945,OFF-PA-10000010,19.71,1,0.0,7.94
CA-2023-100074,2023-01-04,CUST-10454,FUR-TA-10000040,1260.18,2,0.0,618.62
CA-2023-100074,2023-01-04,CUST-10454,FUR-TA-10000186,1070.1,3,0.0,419.01
CA-2023-100075,2023-01-04,CUST-10599,FUR-BO-10000039,667.44,3,0.0,308.01
CA-2023-100075,2023-01-04,CUST-10599,FUR-FU-10000165,77.54,2,0.1,31.64
CA-2023-100076,2023-01-04,CUST-10164,TEC-CO-10000106,1433.55,3,0.0,545.46
CA-2023-100076,2023-01-04,CUST-10164,OFF-FA-10000196,14.88,2,0.15,3.1
CA-2023-100076,2023-01-04,CUST-10164,TEC-MA-10000001,7810.44,6,0.0,2962.14
CA-2023-100076,2023-01-04,CUST-10164,OFF-AR-10000062,33.57,3,0.0,10.44
CA-2023-100076,2023-01-04,CUST-10164,OFF-AR-10000121,36.78,2,0.0,12.84
CA-2023-100077,2023-01-04,CUST-10992,TEC-MA-10000107,1404.5,2,0.0,575.74
CA-2023-100077,2023-01-04,CUST-10992,OFF-PA-10000058,44.28,2,0.0,19.02
CA-2023-100077,2023-01-04,CUST-10992,OFF-AP-10000035,663.18,3,0.0,243.84
CA-2023-100078,2023-01-04,CUST-10231,FUR-FU-10000007,97.47,1,0.0,30.15
CA-2023-100078,2023-01-04,CUST-10231,OFF-AR-10000113,42.03,3,0.0,14.34
CA-2023-100079,2023-01-04,CUST-10942,TEC-CO-10000021,3739.04,2,0.0,1255.92
CA-2023-100080,2023-01-04,CUST-10634,FUR-CH-10000111,266.73,1,0.0,96.53
CA-2023-100081,2023-01-04,CUST-10594,FUR-CH-10000169,803.88,3,0.0,377.4
CA-2023-100082,2023-01-04,CUST-10495,TEC-MA-10000014,912.42,3,0.0,422.28
CA-2023-100082,2023-01-04,CUST-10495,OFF-AP-10000161,432.08,2,0.0,197.74
CA-2023-100082,2023-01-04,CUST-10495,OFF-BI-10000182,13.29,3,0.0,4.23
CA-2023-100083,2023-01-04,CUST-10229,TEC-PH-10000184,773.98,2,0.0,377.92
CA-2023-100083,2023-01-04,CUST-10229,OFF-FA-10000190,11.43,1,0.0,5.51
CA-2023-100084,2023-01-05,CUST-10182,OFF-AP-10000156,490.38,2,0.0,218.92
CA-2023-100084,2023-01-05,CUST-10182,OFF-AP-10000037,237.62,1,0.0,95.64
CA-2023-100084,2023-01-05,CUST-10182,FUR-CH-10000179,397.8,3,0.0,195.69
CA-2023-100085,2023-01-05,CUST-10782,OFF-AR-10000113,42.03,3,0.0,14.34
CA-2023-100085,2023-01-05,CUST-10782,TEC-PH-10000178,344.76,1,0.0,132.06
CA-2023-100085,2023-01-05,CUST-10782,OFF-AR-10000088,9.61,1,0.15,1.88
CA-2023-100086,2023-01-05,CUST-10347,OFF-FA-10000185,56.6,5,0.0,23.9
CA-2023-100086,2023-01-05,CUST-10347,TEC-PH-10000184,386.99,1,0.0,188.96
CA-2023-100086,2023-01-05,CUST-10347,TEC-CO-10000189,4698.39,3,0.0,1457.73
CA-2023-100086,2023-01-05,CUST-10347,TEC-PH-10000032,3055.38,6,0.0,946.44
CA-2023-100086,2023-01-05,CUST-10347,TEC-AC-10000133,89.34,1,0.0,31.03
CA-2023-100087,2023-01-05,CUST-10056,FUR-TA-10000061,1186.6,4,0.0,531.08
CA-2023-100087,2023-01-05,CUST-10056,FUR-TA-10000198,425.19,1,0.0,184.86
CA-2023-100087,2023-01-05,CUST-10056,OFF-AR-10000077,43.44,3,0.0,13.86
CA-2023-100087,2023-01-05,CUST-10056,OFF-FA-10000185,56.6,5,0.0,23.9
CA-2023-100088,2023-01-05,CUST-10969,FUR-BO-10000193,879.27,3,0.0,311.25
CA-2023-100089,2023-01-05,CUST-10885,OFF-PA-10000076,17.72,3,0.15,3.35
CA-2023-100089,2023-01-05,CUST-10885,TEC-AC-10000146,113.17,1,0.0,38.53
CA-2023-100090,2023-01-05,CUST-10927,FUR-FU-10000144,127.5,3,0.0,54.06
CA-2023-100090,2023-01-05,CUST-10927,OFF-BI-10000182,13.29,3,0.0,4.23
CA-2023-100090,2023-01-05,CUST-10927,TEC-CO-10000160,2449.96,2,0.0,766.18
CA-2023-100091,2023-01-05,CUST-10995,OFF-BI-10000182,26.58,6,0.0,8.46
CA-2023-100091,2023-01-05,CUST-10995,TEC-MA-10000096,2812.26,3,0.0,1065.81
CA-2023-100091,2023-01-05,CUST-10995,TEC-AC-10000133,178.68,2,0.0,62.06
CA-2023-100092,2023-01-05,CUST-10168,FUR-TA-10000116,3031.08,4,0.0,947.72
CA-2023-100092,2023-01-05,CUST-10168,OFF-BI-10000025,19.24,1,0.15,4.32
CA-2023-100092,2023-01-05,CUST-10168,OFF-AP-10000037,475.24,2,0.0,191.28
CA-2023-100092,2023-01-05,CUST-10168,OFF-BI-10000182,14.18,4,0.2,2.1
CA-2023-100093,2023-01-05,CUST-10385,TEC-CO-10000103,3590.58,3,0.0,1587.27
CA-2023-100093,2023-01-05,CUST-10385,FUR-FU-10000150,40.9,2,0.0,17.84
CA-2023-100093,2023-01-05,CUST-10385,FUR-BO-10000143,796.56,3,0.0,375.03
CA-2023-100094,2023-01-05,CUST-10754,FUR-TA-10000176,1249.56,3,0.0,565.26
CA-2023-100094,2023-01-05,CUST-10754,OFF-PA-10000125,12.32,1,0.1,3.63
CA-2023-100095,2023-01-05,CUST-10684,OFF-BI-10000182,4.43,1,0.0,1.41
CA-2023-100095,2023-01-05,CUST-10684,FUR-FU-10000117,299.25,3,0.0,90.81
CA-2023-100096,2023-01-05,CUST-10148,OFF-PA-10000177,43.16,4,0.0,18.2
CA-2023-100096,2023-01-05,CUST-10148,OFF-AR-10000054,229.8,6,0.0,83.46
CA-2023-100097,2023-01-05,CUST-10821,FUR-TA-10000030,414.94,1,0.0,178.28
CA-2023-100097,2023-01-05,CUST-10821,OFF-FA-10000154,25.24,3,0.1,6.07
CA-2023-100097,2023-01-05,CUST-10821,OFF-AP-10000104,166.11,1,0.0,71.58
CA-2023-100097,2023-01-05,CUST-10821,FUR-FU-10000028,180.9,3,0.0,59.28
CA-2023-100098,2023-01-06,CUST-10517,FUR-FU-10000007,97.47,1,0.0,30.15
CA-2023-100098,2023-01-06,CUST-10517,FUR-BO-10000036,503.34,2,0.15,115.52
CA-2023-100099,2023-01-06,CUST-10579,OFF-BI-10000055,69.9,3,0.0,27.54
CA-2023-100099,2023-01-06,CUST-10579,TEC-CO-10000046,680.31,1,0.0,279.99
CA-2023-100100,2023-01-06,CUST-10563,TEC-AC-10000011,526.48,4,0.0,195.2
CA-2023-100100,2023-01-06,CUST-10563,TEC-CO-10000106,2389.25,5,0.0,909.1
CA-2023-100101,2023-01-06,CUST-10084,TEC-MA-10000096,2812.26,3,0.0,1065.81
CA-2023-100101,2023-01-06,CUST-10084,OFF-AR-10000121,18.39,1,0.0,6.42
CA-2023-100102,2023-01-06,CUST-10878,OFF-AR-10000194,18.84,6,0.0,7.02
CA-2023-100102,2023-01-06,CUST-10878,FUR-BO-10000115,774.55,5,0.0,267.9
CA-2023-100102,2023-01-06,CUST-10878,FUR-BO-10000170,1958.92,4,0.0,883.68
CA-2023-100102,2023-01-06,CUST-10878,OFF-AR-10000114,131.08,4,0.0,52.96
CA-2023-100102,2023-01-06,CUST-10878,OFF-AR-10000038,6.17,1,0.0,2.11
CA-2023-100103,2023-01-06,CUST-10264,TEC-AC-10000188,97.9,3,0.1,22.6
CA-2023-100103,2023-01-06,CUST-10264,OFF-AP-10000071,514.03,3,0.2,118.99
CA-2023-100104,2023-01-06,CUST-10125,OFF-FA-10000079,12.15,1,0.0,5.98
CA-2023-100104,2023-01-06,CUST-10125,FUR-BO-10000143,265.52,1,0.0,125.01
CA-2023-100104,2023-01-06,CUST-10125,FUR-FU-10000165,129.24,3,0.0,60.39
CA-2023-100105,2023-01-06,CUST-10889,OFF-AP-10000145,300.63,3,0.0,120.78
CA-2023-100106,2023-01-06,CUST-10956,TEC-CO-10000128,1289.36,1,0.0,555.86
CA-2023-100106,2023-01-06,CUST-10956,TEC-AC-10000004,172.44,3,0.0,54.69
CA-2023-100107,2023-01-06,CUST-10863,TEC-CO-10000070,1298.54,1,0.0,617.53
CA-2023-100108,2023-01-06,CUST-10816,TEC-MA-10000148,4436.07,3,0.0,1616.97
CA-2023-100108,2023-01-06,CUST-10816,OFF-AR-10000113,28.02,2,0.0,9.56
CA-2023-100108,2023-01-06,CUST-10816,TEC-CO-10000021,3739.04,2,0.0,1255.92
CA-2023-100109,2023-01-06,CUST-10640,FUR-BO-10000087,496.96,2,0.0,157.98
CA-2023-100109,2023-01-06,CUST-10640,FUR-CH-10000111,1333.65,5,0.0,482.65
CA-2023-100110,2023-01-06,CUST-10529,OFF-PA-10000023,20.16,1,0.0,7.18
CA-2023-100110,2023-01-06,CUST-10529,OFF-AR-10000029,32.78,2,0.15,10.56
CA-2023-100111,2023-01-06,CUST-10081,FUR-BO-10000039,444.96,2,0.0,205.34
CA-2023-100112,2023-01-06,CUST-10401,OFF-AR-10000043,25.58,2,0.0,10.38
CA-2023-100112,2023-01-06,CUST-10401,TEC-PH-10000015,1454.77,3,0.15,517.3
CA-2023-100112,2023-01-06,CUST-10401,TEC-CO-10000157,820.5,1,0.0,395.97
CA-2023-100113,2023-01-07,CUST-10713,OFF-FA-10000082,29.0,2,0.0,9.18
CA-2023-100113,2023-01-07,CUST-10713,TEC-PH-10000066,728.63,1,0.1,303.31
CA-2023-100114,2023-01-07,CUST-10476,TEC-MA-10000126,1101.7,5,0.0,505.45
CA-2023-100114,2023-01-07,CUST-10476,TEC-AC-10000130,96.67,1,0.0,32.78
CA-2023-100114,2023-01-07,CUST-10476,FUR-FU-10000192,90.9,3,0.0,44.07
CA-2023-100115,2023-01-07,CUST-10076,OFF-BI-10000016,24.0,1,0.0,7.78
CA-2023-100115,2023-01-07,CUST-10076,TEC-MA-10000123,258.88,1,0.0,111.6
CA-2023-100116,2023-01-07,CUST-10219,OFF-AP-10000068,244.65,3,0.0,107.91
CA-2023-100117,2023-01-07,CUST-10672,OFF-AP-10000063,925.25,5,0.0,348.7
CA-2023-100117,2023-01-07,CUST-10672,FUR-FU-10000195,108.04,2,0.0,49.14
CA-2023-100118,2023-01-07,CUST-10071,OFF-AR-10000114,98.31,3,0.0,39.72
CA-2023-100118,2023-01-07,CUST-10071,TEC-CO-10000021,1869.52,1,0.0,627.96
CA-2023-100119,2023-01-07,CUST-10854,OFF-AR-10000062,33.57,3,0.0,10.44
CA-2023-100120,2023-01-07,CUST-10466,FUR-BO-10000115,309.82,2,0.0,107.16
CA-2023-100120,2023-01-07,CUST-10466,OFF-PA-10000010,59.13,3,0.0,23.82
